timestamp,x-axis (m/s^2),y-axis (m/s^2),z-axis (m/s^2),R00,R01,R02,R10,R11,R12,R20,R21,R22
20:42:57:669,0.4952502474513862,-1.054521790506173,-9.740787879578601,0.9999999934094818,3.572610366872588e-06,0.00010633878426828051,-3.5673053044004855e-06,0.999999998431649,-3.1635368447707394e-05,-0.00010633870071505234,3.163479823922278e-05,0.9999999918385215
20:42:57:702,0.4913598951606051,-1.053296527909672,-9.761532736312232,0.9999999994439147,-1.0284580787073953e-05,3.497837160490376e-05,1.0283427741918616e-05,0.9999999987479337,4.150262516153804e-05,-3.49792751748009e-05,-4.1502405633503576e-05,0.9999999981324792
20:42:57:736,0.491867145854495,-1.0501071088303533,-9.808627357308254,0.9999999985154576,2.1379806005083768e-05,2.646711614658527e-05,-2.1380775583126695e-05,0.999999998387991,4.179198039630256e-05,-2.6466672211807926e-05,-4.179309947351031e-05,0.9999999985726185
20:42:57:769,0.49764062081870425,-1.0368174384463993,-9.828644972231345,0.9999999935939752,7.592753707628348e-05,6.517118924998597e-05,-7.59245317502801e-05,0.9999999954152601,-1.250637563464028e-05,-6.517229552805395e-05,1.250073985715719e-05,0.9999999949767021
20:42:57:802,0.49858171645517657,-1.026789979148828,-9.825814422433478,0.9999999949298382,4.801709497279797e-05,7.70538747380517e-05,-4.801067605515223e-05,0.999999995554042,-7.762038151898643e-05,-7.705774897242235e-05,7.761514033878192e-05,0.9999999936021111
20:42:57:836,0.49222015280561715,-1.0539606695693844,-9.794831042104022,0.9999999989218314,-2.2763149928080895e-05,3.848707266383741e-05,2.276157778816326e-05,1.0000000000940663,5.0971631142217404e-06,-3.8486774334274866e-05,-5.095027742499385e-06,0.9999999987938832
20:42:57:869,0.4963556614218468,-1.0498629002511808,-9.791997711123832,0.999999994319539,-9.475399742695852e-06,9.72515908032793e-05,9.47347271782727e-06,0.9999999984368196,2.4682781603147044e-05,-9.725267315860902e-05,-2.4681166541536485e-05,0.9999999948869699
20:42:57:902,0.4937599050818697,-1.0529792213675229,-9.810965770247188,0.9999999977118482,3.109862079665177e-05,4.809148830685967e-05,-3.10982382140087e-05,0.9999999990951212,-8.223188613869e-06,-4.809111920500296e-05,8.22196403585339e-06,0.9999999987558469
20:42:57:936,0.5050871260736485,-1.050039123836163,-9.805299431984121,0.9999999969863422,9.849686056895791e-06,5.5603992898364936e-05,-9.848376672584189e-06,0.9999999987927366,-1.9901402988833555e-05,-5.560445657964406e-05,1.9900739263178125e-05,0.9999999975567787
20:42:57:969,0.4912009164154938,-1.0458468497863094,-9.814910736509468,0.9999999933178552,4.363933231112832e-05,9.700217711952207e-05,-4.363509420659473e-05,0.9999999973366195,-3.9045510220638515e-05,-9.700335113812259e-05,3.9042046400436075e-05,0.9999999942990642
20:42:58:002,0.49363217519227676,-1.057028301054792,-9.804324276603973,0.9999999951287799,-1.8082638761628535e-05,8.53690800637093e-05,1.8085009936661564e-05,0.9999999985417243,-2.1758207327442612e-05,-8.536779139404335e-05,2.1759431782051018e-05,0.9999999950969827
20:42:58:036,0.5058417807943596,-1.0373535209589484,-9.7943806417303,0.9999999971341118,4.397545478609194e-05,5.183596457003563e-05,-4.397677587204704e-05,0.999999998504366,1.0688646579856821e-05,-5.18352203081286e-05,-1.0692218455935806e-05,0.999999997890891
