timestamp,x-axis (m/s^2),y-axis (m/s^2),z-axis (m/s^2),R00,R01,R02,R10,R11,R12,R20,R21,R22
20:42:56:903,-1.0031050924621128,1.2268442966871702,-9.504094359300337,0.9999999819362131,9.27218550178573e-06,-0.00019152655781057867,-9.267454213551209e-06,1.0000000005468916,1.311164150528405e-05,0.0001915262604065908,-1.3109683963539918e-05,0.9999999831062086
20:42:56:936,-0.9993173203958453,1.2257830404117285,-9.477825040428339,0.999999963154506,1.1619386965259403e-05,-0.00026873722873768587,-1.1639844822377311e-05,0.9999999946202779,-6.556123259892537e-05,0.0002687370920404849,6.556358246086732e-05,0.9999999581038781
20:42:56:969,-1.0065746490840706,1.2274233683742215,-9.487522509141167,0.9999999556496403,-5.828780797354283e-06,-0.0002946047865133745,5.778966335767595e-06,0.9999999871807048,-0.00016769080974905716,0.00029460477620543653,0.00016769103693248312,0.9999999422517394
20:42:57:002,-1.0195339789136784,1.2214937140909614,-9.514064699719022,0.9999999840054442,5.0457201044849125e-05,-0.0001693773666751955,-5.047905627935575e-05,0.9999999888935167,-0.00013229540151098583,0.00016937160808744986,0.00013230220361415106,0.9999999765131204
20:42:57:036,-1.0207840228950196,1.2208910664134132,-9.558096464358927,0.9999999895470356,5.258625136894191e-05,-8.563773760523326e-05,-5.259635649227902e-05,0.9999999913374469,-8.258236883515888e-05,8.562761827711149e-05,8.259117953850824e-05,0.9999999921389248
20:42:57:069,-1.009746091339071,1.235088647394669,-9.567363045459814,0.999999998153056,-7.76506774122702e-05,-2.6298840579297046e-05,7.765720678683957e-05,0.9999999863333222,0.00012859817497703195,2.6297060310440245e-05,-0.00012860270171933296,0.9999999894460592
20:42:57:102,-0.974356576377477,1.2230481401320334,-9.515886177079837,0.9999999891889583,-8.39559751053968e-06,-0.00012410834133644422,8.422172959478316e-06,0.9999999698112703,0.0002415023636576156,0.0001241013300798302,-0.0002415045623394618,0.999999960223115
20:42:57:136,-0.9698773933777908,1.2219478589764736,-9.423650833415092,0.9999999595781547,-1.5253759929540086e-05,-0.00028374698217335965,1.5268120795077225e-05,0.999999994483864,5.350349555482581e-05,0.0002837438172456815,-5.3505503946457525e-05,0.9999999552211861
20:42:57:169,-0.9844858342651115,1.2365349551749287,-9.420912776902135,0.9999999326232817,3.9179422344342085e-06,-0.0003661837225585043,-3.9891195168921134e-06,0.9999999794862987,-0.0001859645583813214,0.00036618406776109863,0.0001859651709119776,0.9999999120742714
20:42:57:202,-0.9985409976535471,1.2590283149598627,-9.45641202321022,0.9999999319896705,-6.3092978046103965e-06,-0.0003675303998224769,6.191377436889818e-06,0.9999999478268037,-0.0003302983026749991,0.00036753062782661516,0.00033029686073981536,0.9999998793233928
20:42:57:236,-1.0325704504325064,1.2405374597407999,-9.559997022995125,0.9999999724424752,3.780887757207459e-05,-0.00018710856984182462,-3.7860037682775906e-05,0.999999967574075,-0.00021048736073759372,0.0001871052403456201,0.00021048806214408843,0.9999999453814071
20:42:57:269,-1.0432512173705952,1.1863161114164065,-9.619253410928735,0.9999999963247816,5.135655582112724e-05,-5.083527957689736e-05,-5.1349668034065185e-05,0.9999999981366154,1.8254137779413575e-05,5.082573603620002e-05,-1.824952712111706e-05,1.0000000033629188
20:42:57:302,-1.0196723310284248,1.1905335029911097,-9.561076410382174,0.9999999969453787,-6.245668991161546e-06,-5.5240709553024e-05,6.251451290958254e-06,0.999999971593845,0.00021706955718723547,5.524688637492165e-05,-0.00021707151975419153,0.9999999683218533
20:42:57:336,-1.0003743381172143,1.2328207543850997,-9.486165777152447,0.9999999992341054,5.353489940029421e-05,1.2118846873999194e-05,-5.3535191087801725e-05,0.9999999479104581,0.00030339911353383076,-1.2103401067607916e-05,-0.0003033982576091978,0.9999999501251223
20:42:57:369,-1.0042034784293747,1.2307489325663865,-9.463624999519222,0.9999999918248781,9.9723239684173e-06,-9.206302140556841e-05,-9.965051974702085e-06,1.0000000029513854,7.375538937883544e-05,9.206255608861392e-05,-7.375303702500799e-05,0.9999999950667297
20:42:57:402,-0.9969292848035975,1.236505666346856,-9.495132044226049,0.999999973698131,2.0287685032987127e-05,-0.00023481647111170528,-2.0299986946563503e-05,0.9999999920318587,-5.523212006990889e-05,0.0002348156345974985,5.523614652660352e-05,0.999999966346639
20:42:57:436,-0.9898231335893012,1.2293237226797586,-9.470378586917896,0.9999999721543769,1.665724935773891e-05,-0.0002322435990257418,-1.671251354921032e-05,0.9999999739276485,-0.00023969999861661652,0.00023223970311609797,0.0002397033036596889,0.9999999468686269
20:42:57:469,-0.9822409991233073,1.2358932380864585,-9.445721141433777,0.9999999542328094,3.278762097087363e-05,-0.0002979830355662772,-3.287130212254396e-05,0.9999999580028419,-0.00027805283578558537,0.000297974630864549,0.0002780635746363105,0.9999999136610809
20:42:57:502,-0.9691903478949297,1.2375806120049584,-9.496250635738788,0.9999999414539334,2.0348419302508373e-05,-0.00033705397631685454,-2.0445325588444584e-05,0.9999999569197849,-0.00028959380833345685,0.0003370453071573137,0.0002896028336271594,0.999999900999444
20:42:57:536,-0.992014147533203,1.2151795407420254,-9.54054059110314,0.9999999686362215,-2.353675908078911e-05,-0.00024746410243745736,2.3514377051004536e-05,0.9999999937289035,-9.2200287824873e-05,0.00024747090224817744,9.219273320844703e-05,0.9999999623362025
20:42:57:569,-1.0269862596412067,1.2215556239172842,-9.576648331539431,0.9999999882588742,-2.210296280371393e-05,-0.00014955055731632588,2.21207610672356e-05,0.9999999930099687,0.00011936524698761776,0.00014954493512092347,-0.00011936720455599885,0.9999999829714574
20:42:57:602,-1.0299315909744897,1.2258014991087542,-9.550262061276285,0.9999999956479234,-6.33504514358061e-05,-6.818262377086435e-05,6.33628874008361e-05,0.9999999840834222,0.00015708588608479539,6.817340375621031e-05,-0.00015709257655911431,0.9999999833689353
20:42:57:636,-1.0112688757004211,1.2216072197382077,-9.496690778262266,0.9999999963605747,1.4912119560201385e-05,-6.843470138199507e-05,-1.4907370019811843e-05,0.9999999990327665,7.150695813091253e-05,6.843449240718454e-05,-7.150304822080027e-05,0.9999999952277654
20:42:57:669,-0.9786272585883118,1.2271621122692387,-9.453004477176973,0.9999999823994745,3.4624617415630837e-06,-0.00018328716131574567,-3.468075664150896e-06,0.9999999948010343,-2.791275470684421e-05,0.0001832918409196697,2.791144543037407e-05,0.999999980113846
20:42:57:702,-0.9780751314980621,1.2441644677139578,-9.48932444494227,0.9999999690750618,-4.804690893366648e-05,-0.00024028234061379062,4.800668059493297e-05,0.999999985583909,-0.00017086759553293287,0.0002402883341930713,0.0001708592460634073,0.9999999580050496
20:42:57:736,-1.0002683295458024,1.2446028077698728,-9.499891881450015,0.999999967365823,4.170929134785672e-05,-0.00023819888688577672,-4.174037888875509e-05,0.9999999910614898,-0.00011987960448635657,0.0002381944537220277,0.0001198866183975233,0.9999999601814077
20:42:57:769,-1.0218863135437077,1.2392038090105306,-9.518123331856296,0.9999999881371979,1.55390154600965e-05,-0.00011822372363873578,-1.5545526225028814e-05,0.999999997555516,-5.006751700567383e-05,0.00011822346661718984,5.006470486530264e-05,0.9999999886024455
20:42:57:802,-1.0146703084205584,1.2188392366728535,-9.522285199893652,0.999999993540323,2.3995045171726006e-05,-0.00011488034666085597,-2.3993470425601003e-05,0.9999999990808756,1.3663459338310882e-05,0.00011488026287878529,-1.365958409844331e-05,0.9999999930235807
20:42:57:836,-0.9984537843737952,1.2190882285987115,-9.49934061923708,0.9999999910484213,1.788592425358478e-05,-0.00012719673385980503,-1.788182322744586e-05,0.9999999979053468,3.472934670396262e-05,0.00012719835843353125,-3.4727555533491796e-05,0.9999999908226834
20:42:57:869,-0.9999649816643692,1.2277495665877718,-9.495220860959908,0.9999999846954792,-3.8363474122491645e-05,-0.0001685492681539282,3.836291165127e-05,0.9999999994963359,-5.529649875820894e-06,0.00016854944396034292,5.5230960061916884e-06,0.9999999852051564
20:42:57:902,-0.9971721878452102,1.224260852905225,-9.501548754380234,0.9999999720925992,3.26743188469255e-05,-0.0002329201276862225,-3.267128279693787e-05,0.9999999988434041,1.4496329745314656e-05,0.0002329198589175574,-1.4489613079034716e-05,0.9999999730718792
20:42:57:936,-0.9930013545143827,1.2336669429274378,-9.497760516797575,0.9999999738070201,4.6250714211896106e-05,-0.00021785975153694437,-4.6252977126977594e-05,0.9999999978637846,-1.237902369679499e-05,0.00021786011341943487,1.2390083096140288e-05,0.9999999757636665
20:42:57:969,-1.001177608017298,1.2424896008369437,-9.500725070256516,0.9999999823373309,-4.15264514085543e-05,-0.00018321376093792898,4.152388553274645e-05,0.9999999991850212,-1.3995240030300592e-05,0.0001832139239284687,1.3986828849905437e-05,0.999999982607938
20:42:58:002,-1.003381818756878,1.2216788852111393,-9.491754709345228,0.9999999855758053,2.009706396831997e-06,-0.00016168648611025749,-2.009406841148276e-06,0.9999999983756361,-1.4851979996376058e-06,0.00016168555303068365,1.485034766256935e-06,0.9999999866794327
