timestamp,x-axis (m/s^2),y-axis (m/s^2),z-axis (m/s^2),R00,R01,R02,R10,R11,R12,R20,R21,R22
20:42:56:903,-11.65895937,-38.03649939,26.086555800000003,0.9917723159713118,0.1229784885893472,0.0355522800559997,-0.1223958311046861,0.9923156940208142,-0.0181335029209176,-0.0375091162398367,0.0136328553234304,0.999203288352594
20:42:56:936,-23.86660783764246,24.432802678628274,37.50578930479694,0.9934255379578308,-0.10728579158378901,0.03552005140433789,0.10769575094160631,0.9939700898327664,-0.009835156285935833,-0.03426137664870011,0.013634388666788497,0.999317136523463
20:42:56:969,-28.469384701639623,26.457154088146357,37.95074126114739,0.9950183044000369,-0.0905428431963414,0.033948103270749465,0.0909473147360089,0.995499206233841,-0.010549872202862725,-0.03286020207857681,0.013635242989825096,0.999372262467263
20:42:57:002,-32.472173521764695,28.478558684117644,38.28894781411764,0.9965318854620524,-0.0757141794287178,0.032935729239651,0.07611719335739002,0.9969831485080898,-0.0111581527998404,-0.0319950999818009,0.013635467430271699,0.9993947394964248
20:42:57:036,25.037237379578816,-6.017639509204858,18.741299606745695,0.9937053998345333,-0.061386595125595994,0.09352607689883703,0.062385991447364196,0.9980164262202187,-0.007803395265260623,-0.09286251195328205,0.013583869775526964,0.9955742326151422
20:42:57:069,22.725410620568013,-11.41510895078809,18.89735641182735,0.9932911497231361,-0.06075494971538473,0.09825406329139584,0.061792553092943514,0.9980844573340324,-0.007572279584948385,-0.09760082487300795,0.013572795211653397,0.9950946561605978
20:42:57:102,21.11822063038835,-16.88963955990291,18.487972668932045,0.9928700254652371,-0.05918313380809389,0.1033503091101878,0.06026684049859849,0.9981542735645336,-0.007399447203572901,-0.1027217373143886,0.0135701231950658,0.9946054145059091
20:42:57:136,3.3470344476863616,-0.9883860082897367,-24.24019970897787,0.9948472911780426,0.04432786279710462,0.07275157570244986,-0.043053007284604615,0.997616999206115,-0.019048560911039826,-0.07356893234499262,0.01473830952466138,0.9969418518782923
20:42:57:169,4.776515680296118,-5.590345680167386,-27.375538162090013,0.9961649385574173,0.0021390660183960453,0.057278218962334856,-0.001197782243362319,0.9979661016803018,-0.016458370653510464,-0.05742558461059592,0.01474229866149686,0.9979513244600217
20:42:57:202,5.6365052884615405,-9.726656503846154,-30.65700310615386,0.9973956163885057,-0.03603945545953201,0.04091556090937171,0.036651061397132305,0.9982821965086862,-0.0140668452724117,-0.040450033739358716,0.0147602183289154,0.9989035560117696
20:42:57:236,-28.22680104872059,-3.4830655790819463,0.7022621325370829,0.990550012312873,0.07489961290626834,-0.1108775460801294,-0.07600327280648836,0.9970398149328468,-0.005985562439278559,0.11011245486936962,0.014678245002078106,0.9934007059356413
20:42:57:269,-5.12901074884775,2.6087060867073295,-5.525095576784665,0.9936259911058021,0.061928836055035685,-0.08271236906724545,-0.06281418965828667,0.997790141730432,-0.00877894332098082,0.0820158108777772,0.014716830881264164,0.9956930948609196
20:42:57:302,16.149372103267922,8.360633168867997,-11.17419269592233,0.9964606832670081,0.05079030474612601,-0.05650876089454041,-0.05147169406313,0.9984972454969469,-0.0113854756854727,0.0558634557574428,0.0147437603307592,0.9977897545410408
20:42:57:336,-30.13991135574048,-9.555313193422561,-24.870334729807997,0.9939844551260283,0.011601397388735646,0.09724578757131745,-0.010162094058019665,0.9987232251172083,-0.015532981704882433,-0.09745694070093013,0.013573500506676292,0.9950475870546489
20:42:57:369,-10.189151268383382,7.151091367629979,-17.249007539054514,0.9922339961293175,-0.04612026040933739,0.07332615608660104,0.04715323633713125,0.9953658323366013,-0.012825046033198121,-0.07286434294490392,0.013606845184225846,0.9966893377522847
20:42:57:402,8.047469532857145,22.61911179857143,-10.21918911428571,0.9904791968273925,-0.10183612759621262,0.05294374838124,0.1025080019085324,0.9921625024430609,-0.0101937491366932,-0.0518374689908156,0.0136232120843457,0.9981715155415996
20:42:57:436,-17.781457639653492,-10.751928059685623,-20.589821688532957,0.9846371661841437,-0.10185181078050806,0.1225319973269523,0.10256397344995995,0.9924742879072201,0.0008081805742660261,-0.12206634828228866,0.013536764572868797,0.9921141396499402
20:42:57:469,-14.524767193837093,-7.100343664191883,-15.668611709960812,0.9873413759954438,-0.021170968929679682,0.09123991977320238,0.021843404156866062,0.9925072364426718,-0.006016874513600353,-0.0916387063454565,0.013567553799486064,0.994712220000636
20:42:57:502,-11.485743342815532,-3.9991265991262135,-11.022379231456311,0.9898623764196436,0.054781586656011995,0.061238906957611396,-0.05416127922270981,0.99255585108697,-0.012482735122976199,-0.06244811126410339,0.013604357760682199,0.9971145946980008
20:42:57:536,26.479972592643964,2.004191091760625,-0.5116611946985012,0.9911858169729046,-0.1126871501865861,-0.0720076441257483,0.11131116081923377,0.993641527434502,-0.02286206948283077,0.07412150163830106,0.014737659888276805,0.9971894311463823
20:42:57:569,23.599047926127625,-8.302638787939731,-7.131372893203148,0.9931796975961527,-0.09626064399598468,-0.05755405593694182,0.09518757323823623,0.9949553923539112,-0.02080207200648446,0.05929183728161593,0.014736203841501082,0.9979051852662444
20:42:57:602,21.296227842524278,-18.21530543330097,-13.433219685436894,0.9951304310433307,-0.0826648687982322,-0.045479578659404496,0.0818567896456857,0.9962409132466085,-0.018966830161939598,0.0469000759872674,0.0147513346400052,0.9986025401520816
20:42:57:636,18.81725430553733,-28.15907098871747,-19.737596370749532,0.9970559120556692,-0.06832033530499562,-0.0317859660432415,0.06779765154848834,0.9975286558778935,-0.016934168610128406,0.03286484726442676,0.014753853483179109,0.9992751828705779
20:42:57:669,19.80667653301347,7.0112986092385405,8.452966920774735,0.9876972629971223,-0.09899552481151688,0.06769098546749153,0.0991806014699513,0.9940333741539447,-0.002809683003328498,-0.06705719615519723,0.013542068075005253,0.993580094562607
20:42:57:702,7.073960140615569,1.8940013659223303,10.541163110679612,0.9918590803148006,-0.06780916265748231,0.0027145476279313973,0.0674074515755135,0.996504853093474,-0.008800856565742199,-0.0021647680273040974,0.013578358044195799,0.9952089775992266
20:42:57:736,-5.584647161170344,-2.5577244292576546,13.05076061433001,0.9959537953139697,-0.036781540175875725,-0.061790325098873555,0.035795029737995844,0.9989524763958341,-0.014714587289011502,0.06225333498558255,0.013599535848961234,0.9967956173185096
20:42:57:769,23.184821942749345,29.05036143959244,10.356279526173957,0.9965701283933753,-0.04886586875555335,-0.040440662895340276,0.0482099705869796,0.997890274103907,-0.017036424185680087,0.041219459582110624,0.013628307699620607,0.9984436926383705
20:42:57:802,13.655325685065456,22.450615885384618,-5.459966037692307,0.9978095134897224,-0.0187317143421355,-0.015349127842374096,0.0184645986581017,0.9986339059531343,-0.0158026523542518,0.0156677459264895,0.0136364195484433,0.998957778121189
20:42:57:836,4.302804149205511,15.949004919634312,-21.611554532980605,0.999045463344387,0.011789807846200826,0.010830961984207377,-0.011651701000020154,0.9993629474528998,-0.014591869559158968,-0.010977762792449039,0.013644855833046433,0.9994826814757385
20:42:57:869,-9.053711938532912,-15.10617679242379,-30.122885761855525,0.99621801947437,0.031665954679301805,0.049331384947211426,-0.03088617174370775,0.9985856648069467,-0.01716517550569381,-0.049826745127895235,0.013612685685238967,0.9973949790299191
20:42:57:902,-13.357445675346536,-17.137462265643563,-26.238488223564357,0.9968643429836448,-0.0010090812273438993,0.008776646093867,0.0011661148791781001,0.9986766584474236,-0.0166292057700821,-0.008779417529349298,0.0136179320090038,0.9979584365812343
20:42:57:936,-17.530112120251616,-19.559304749128447,-22.43080389156414,0.997430526044413,-0.03406470715469386,-0.030865784323120007,0.03360975439849161,0.9987518572506776,-0.016055745788051478,0.03135917657783271,0.013630570678706794,0.9984578837086489
20:42:57:969,27.75745965474447,-12.440134955296003,-26.799002779939922,0.991192056194871,-0.04375986475494858,0.09640514274722396,0.0447741084343498,0.9980904311932913,-0.007506792203649564,-0.0959492799738077,0.014686124738860298,0.9929772758356237
20:42:58:002,14.400487251088391,-2.326627135384615,-8.43702711230769,0.993394572514004,-0.008446514481551598,0.035278880737157,0.0087544689704573,0.9983199638207932,-0.0091528173574989,-0.0352442786734577,0.014699378227498498,0.9949304150529078
20:42:58:036,1.6564418092849418,8.102173093622545,10.15965445452951,0.9955279022387716,0.02693523361896545,-0.025597216638886783,-0.0273332938619476,0.9985525680251249,-0.010757380506327689,0.02520849457648352,0.014726422915114492,0.9968116137038058
20:42:58:069,24.097038076461835,17.786343955456783,15.75149118400814,0.9931439113088767,-0.024550105306147908,-0.11250892514806889,0.022766203799109087,0.9994017141557459,-0.01707655059481006,0.11289858483401523,0.014678915957084235,0.9934888574121971
20:42:58:102,2.9065996550495004,23.23656343871287,13.728116136831686,0.993272100066197,-0.0475412710116451,-0.09701991301065019,0.045942804058637,0.9981285088123192,-0.0185006163455121,0.0978390332677289,0.0147005543607207,0.9948657735977584
20:42:58:136,-17.972970217763113,28.621679425563055,11.636880930419975,0.99334115975838,-0.0702805930918321,-0.0824293830475423,0.06885788623724866,0.9968293910820686,-0.019902501001465192,0.08367880456209946,0.014713078300721022,0.9962097003323601
20:42:58:169,19.60230015864467,-2.7653184508457556,2.837889043210989,0.9902233360438105,0.1006415885907136,-0.09078545914857834,-0.10141648494167103,0.9944224209166304,-0.0038461223025473687,0.0899175787121743,0.013571245572258497,0.9957246144596911
20:42:58:202,12.281452919999998,6.60019743,6.973438500000001,0.992636281958135,0.039674980423386,-0.06249237762001329,-0.0402316579240534,0.9953754836285728,-0.0075359352805691995,0.06229068869922869,0.013604732918234998,0.9971420914073523
20:42:58:236,5.317051800970114,15.382452354866935,10.898123598244856,0.9950063562008946,-0.018945044074681998,-0.03441907264537675,0.018613979243016842,0.9963036458731735,-0.011006998846482688,0.03485405794577871,0.01362338723810575,0.9985446717654487
20:42:58:269,-4.936979856516966,-21.724542562363347,-9.262414954932638,0.9898026539103191,0.1000424895063713,-0.1031347624055688,-0.10092084208323489,0.995032576280602,-0.0033609705245304985,0.1022707246745211,0.013576142273109906,0.9946982200269961
20:42:58:302,-1.4425899300000005,-13.242473685683875,-3.4105743102857127,0.9884062771614602,0.0979252463205788,-0.1145429495165566,-0.09881732804911171,0.9951011341311967,-0.0022733517911706,0.1137592346018282,0.0135559241487791,0.993241334597022
20:42:58:336,1.9888612853586365,-5.146603536749123,2.2570441892471926,0.9868967467410066,0.09750782461790578,-0.12734358674148175,-0.0984228418278098,0.9951583641278033,-0.0010445725130034645,0.12662337523769635,0.013534726623479909,0.991684079956303
20:42:58:369,5.470194337233446,3.4214545609280678,8.172489843078692,0.9854909192892247,0.09636892239169932,-0.13845421991140797,-0.09729784840248351,0.9951681238013356,5.7495549978754275e-05,0.1378010029285696,0.013515122757335667,0.990276906273391
